	Pf_antigen_ID	weight
1998	PF3D7_1306600.3o3_2037	-0.13856011701163637
758	PF3D7_1432100.e6s1_2174	-0.04548043581394937
5640	PF3D7_0612700.1o1_2009	-0.019257858747921373
27	PFE0795c_494	-0.000404489122558884
0	Dose	0.544199207829092
