	params	dataselector__P1	dataselector__P2	dataselector__R0	dataselector__R1	dataselector__R2	dataselector__SA	dataselector__SO	svc__C	iteration0_mcc	iteration0_precision_recall_auc	iteration0_roc_auc	iteration1_mcc	iteration1_precision_recall_auc	iteration1_roc_auc	iteration2_mcc	iteration2_precision_recall_auc	iteration2_roc_auc	iteration3_mcc	iteration3_precision_recall_auc	iteration3_roc_auc	iteration4_mcc	iteration4_precision_recall_auc	iteration4_roc_auc	iteration5_mcc	iteration5_precision_recall_auc	iteration5_roc_auc	iteration6_mcc	iteration6_precision_recall_auc	iteration6_roc_auc	iteration7_mcc	iteration7_precision_recall_auc	iteration7_roc_auc	iteration8_mcc	iteration8_precision_recall_auc	iteration8_roc_auc	iteration9_mcc	iteration9_precision_recall_auc	iteration9_roc_auc	mean_mcc	std_mcc	mean_precision_recall_auc	std_precision_recall_auc	mean_roc_auc	std_roc_auc
0	{'dataselector__P1': 2.0, 'dataselector__P2': 2.0, 'dataselector__R0': 1e-06, 'dataselector__R1': 'X', 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.0001}	2.0	2.0	1e-06	X	X	X	X	0.0001	0.28721347895177635	0.7597560292433251	0.73989898989899	0.28721347895177635	0.7490146706233207	0.755050505050505	0.3471722831863234	0.7857832725085536	0.7954545454545454	0.20100756305184242	0.754519062778291	0.7651515151515151	0.33734954246999327	0.7678302622390919	0.779040404040404	0.1846372364689991	0.7267660425408686	0.7222222222222223	0.6490612250874742	0.8040053342429727	0.8080808080808081	0.30151134457776363	0.8142220413140439	0.7954545454545454	0.29292929292929293	0.7539053631495125	0.7146464646464645	0.1846372364689991	0.6352514522912103	0.6666666666666667	0.307273268214424	0.1340525823332883	0.7551053530931191	0.04968526722045249	0.7541666666666667	0.04409380643131353
1	{'dataselector__P1': 2.0, 'dataselector__P2': 2.0, 'dataselector__R0': 1e-06, 'dataselector__R1': 'X', 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.001}	2.0	2.0	1e-06	X	X	X	X	0.001	0.2844627935584563	0.6870159234328697	0.702020202020202	0.2335496832484569	0.7368538069370447	0.76010101010101	0.33734954246999327	0.7271432993455875	0.7777777777777778	0.44114940169152966	0.7414838789162047	0.7651515151515151	0.2335496832484569	0.74782382830944	0.7878787878787878	0.1846372364689991	0.6707284746716125	0.702020202020202	0.38978972143455365	0.723120046617193	0.7525252525252526	0.3405405449736225	0.7286345732137787	0.7373737373737372	0.28721347895177635	0.687239242905617	0.696969696969697	0.2335496832484569	0.5924558573596687	0.6363636363636364	0.2965791769294302	0.0801853771519616	0.7042498931709016	0.04717678330317814	0.7318181818181818	0.04681829986291911
2	{'dataselector__P1': 2.0, 'dataselector__P2': 2.0, 'dataselector__R0': 1e-06, 'dataselector__R1': 'X', 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.01}	2.0	2.0	1e-06	X	X	X	X	0.01	0.3939393939393939	0.7670668937125148	0.8005050505050505	0.4923659639173309	0.7768036743379908	0.803030303030303	0.44219443899559935	0.7829002582236905	0.8232323232323233	0.494949494949495	0.8174111331892775	0.8686868686868687	0.502518907629606	0.8248581871838236	0.856060606060606	0.28721347895177635	0.7042882183291082	0.7272727272727273	0.447801930486707	0.7867873711763174	0.7954545454545454	0.44219443899559935	0.7618042342929142	0.7853535353535354	0.44219443899559935	0.725940902857996	0.7702020202020202	0.38978972143455365	0.6915833521025702	0.7575757575757577	0.43351622082956603	0.06438732655252244	0.7639444225406204	0.044558632026039914	0.7987373737373737	0.042954867934795964
3	{'dataselector__P1': 2.0, 'dataselector__P2': 2.0, 'dataselector__R0': 1e-06, 'dataselector__R1': 'X', 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.1}	2.0	2.0	1e-06	X	X	X	X	0.1	0.3939393939393939	0.8498501349626445	0.8636363636363635	0.4923659639173309	0.8544660828069783	0.861111111111111	0.494949494949495	0.8219838846957244	0.8156565656565656	0.494949494949495	0.831527216815165	0.8207070707070706	0.502518907629606	0.8600937303006774	0.8484848484848485	0.38978972143455365	0.793319779825796	0.7828282828282829	0.447801930486707	0.831817532564858	0.8080808080808082	0.44219443899559935	0.8421829657950117	0.8257575757575757	0.44219443899559935	0.8084946725863768	0.797979797979798	0.44219443899559935	0.8358320451055006	0.8257575757575758	0.45428982242933796	0.04131946008992367	0.8329568045458732	0.020739312437452855	0.825	0.026352313834736452
4	{'dataselector__P1': 2.0, 'dataselector__P2': 2.0, 'dataselector__R0': 1e-06, 'dataselector__R1': 'X', 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 1.0}	2.0	2.0	1e-06	X	X	X	X	1.0	0.3939393939393939	0.8498501349626445	0.8636363636363635	0.4923659639173309	0.8544660828069783	0.861111111111111	0.494949494949495	0.8219838846957244	0.8156565656565656	0.494949494949495	0.831527216815165	0.8207070707070706	0.502518907629606	0.8600937303006774	0.8484848484848485	0.38978972143455365	0.793319779825796	0.7828282828282829	0.447801930486707	0.831817532564858	0.8080808080808082	0.44219443899559935	0.8421829657950117	0.8257575757575757	0.44219443899559935	0.8084946725863768	0.797979797979798	0.44219443899559935	0.8358320451055006	0.8257575757575758	0.45428982242933796	0.04131946008992367	0.8329568045458732	0.020739312437452855	0.825	0.026352313834736452
5	{'dataselector__P1': 2.0, 'dataselector__P2': 2.0, 'dataselector__R0': 1e-06, 'dataselector__R1': 'X', 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 10.0}	2.0	2.0	1e-06	X	X	X	X	10.0	0.3939393939393939	0.8498501349626445	0.8636363636363635	0.4923659639173309	0.8544660828069783	0.861111111111111	0.494949494949495	0.8219838846957244	0.8156565656565656	0.494949494949495	0.831527216815165	0.8207070707070706	0.502518907629606	0.8600937303006774	0.8484848484848485	0.38978972143455365	0.793319779825796	0.7828282828282829	0.447801930486707	0.831817532564858	0.8080808080808082	0.44219443899559935	0.8421829657950117	0.8257575757575757	0.44219443899559935	0.8084946725863768	0.797979797979798	0.44219443899559935	0.8358320451055006	0.8257575757575758	0.45428982242933796	0.04131946008992367	0.8329568045458732	0.020739312437452855	0.825	0.026352313834736452
6	{'dataselector__P1': 2.0, 'dataselector__P2': 2.0, 'dataselector__R0': 1e-06, 'dataselector__R1': 'X', 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 100.0}	2.0	2.0	1e-06	X	X	X	X	100.0	0.3939393939393939	0.8498501349626445	0.8636363636363635	0.4923659639173309	0.8544660828069783	0.861111111111111	0.494949494949495	0.8219838846957244	0.8156565656565656	0.494949494949495	0.831527216815165	0.8207070707070706	0.502518907629606	0.8600937303006774	0.8484848484848485	0.38978972143455365	0.793319779825796	0.7828282828282829	0.447801930486707	0.831817532564858	0.8080808080808082	0.44219443899559935	0.8421829657950117	0.8257575757575757	0.44219443899559935	0.8084946725863768	0.797979797979798	0.44219443899559935	0.8358320451055006	0.8257575757575758	0.45428982242933796	0.04131946008992367	0.8329568045458732	0.020739312437452855	0.825	0.026352313834736452
7	{'dataselector__P1': 2.0, 'dataselector__P2': 2.0, 'dataselector__R0': 1e-06, 'dataselector__R1': 'X', 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 1000.0}	2.0	2.0	1e-06	X	X	X	X	1000.0	0.3939393939393939	0.8498501349626445	0.8636363636363635	0.4923659639173309	0.8544660828069783	0.861111111111111	0.494949494949495	0.8219838846957244	0.8156565656565656	0.494949494949495	0.831527216815165	0.8207070707070706	0.502518907629606	0.8600937303006774	0.8484848484848485	0.38978972143455365	0.793319779825796	0.7828282828282829	0.447801930486707	0.831817532564858	0.8080808080808082	0.44219443899559935	0.8421829657950117	0.8257575757575757	0.44219443899559935	0.8084946725863768	0.797979797979798	0.44219443899559935	0.8358320451055006	0.8257575757575758	0.45428982242933796	0.04131946008992367	0.8329568045458732	0.020739312437452855	0.825	0.026352313834736452
8	{'dataselector__P1': 2.0, 'dataselector__P2': 2.0, 'dataselector__R0': 1e-06, 'dataselector__R1': 'X', 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 10000.0}	2.0	2.0	1e-06	X	X	X	X	10000.0	0.3939393939393939	0.8498501349626445	0.8636363636363635	0.4923659639173309	0.8544660828069783	0.861111111111111	0.494949494949495	0.8219838846957244	0.8156565656565656	0.494949494949495	0.831527216815165	0.8207070707070706	0.502518907629606	0.8600937303006774	0.8484848484848485	0.38978972143455365	0.793319779825796	0.7828282828282829	0.447801930486707	0.831817532564858	0.8080808080808082	0.44219443899559935	0.8421829657950117	0.8257575757575757	0.44219443899559935	0.8084946725863768	0.797979797979798	0.44219443899559935	0.8358320451055006	0.8257575757575758	0.45428982242933796	0.04131946008992367	0.8329568045458732	0.020739312437452855	0.825	0.026352313834736452
9	{'dataselector__P1': 2.0, 'dataselector__P2': 2.0, 'dataselector__R0': 1e-05, 'dataselector__R1': 'X', 'dataselector__R2': 'X', 'dataselector__SA': 'X', 'dataselector__SO': 'X', 'svc__C': 0.0001}	2.0	2.0	1e-05	X	X	X	X	0.0001	0.28721347895177635	0.7597560292433251	0.73989898989899	0.28721347895177635	0.7490146706233207	0.755050505050505	0.3471722831863234	0.7857832725085536	0.7954545454545454	0.20100756305184242	0.754519062778291	0.7651515151515151	0.33734954246999327	0.7678302622390919	0.779040404040404	0.1846372364689991	0.7267660425408686	0.7222222222222223	0.6490612250874742	0.8040053342429727	0.8080808080808081	0.30151134457776363	0.8142220413140439	0.7954545454545454	0.29292929292929293	0.7539053631495125	0.7146464646464645	0.1846372364689991	0.6352514522912103	0.6666666666666667	0.307273268214424	0.1340525823332883	0.7551053530931191	0.04968526722045249	0.7541666666666667	0.04409380643131353
